real.type	inferred	val	sim	noff	alf	prior	est	real	ratio	id	noff2	type
Known full-siblings	Inferred unrelated	0	91	50	variable	prior	60	82	0.731707317073171	off_50@prior@variable@91	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.111111111111111	91	50	variable	prior	60	82	0.731707317073171	off_50@prior@variable@91	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.977704376548307	91	50	variable	prior	60	82	0.731707317073171	off_50@prior@variable@91	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.666666666666667	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.333333333333333	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.692307692307692	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0355665839536807	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.307692307692308	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.964433416046319	27	50	variable	prior	57	84	0.678571428571429	off_50@prior@variable@27	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.7	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.3	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.870967741935484	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0244932432432432	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.129032258064516	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.975506756756757	96	50	variable	prior	49	65	0.753846153846154	off_50@prior@variable@96	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.5	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0.0526315789473684	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.5	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.578947368421053	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0315614617940199	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.368421052631579	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.96843853820598	47	50	variable	prior	57	80	0.7125	off_50@prior@variable@47	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.5	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.5	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.666666666666667	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0370675453047776	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.333333333333333	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.962932454695222	54	50	variable	prior	56	88	0.636363636363636	off_50@prior@variable@54	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.769230769230769	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.230769230769231	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.592592592592593	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0244725738396624	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.407407407407407	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.975527426160338	83	50	variable	prior	52	63	0.825396825396825	off_50@prior@variable@83	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.25	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0.0909090909090909	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.75	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.545454545454545	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0341951626355296	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.363636363636364	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.96580483736447	77	50	variable	prior	53	74	0.716216216216216	off_50@prior@variable@77	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	1	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.6	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0290215588723051	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.4	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.970978441127695	8	50	variable	prior	60	79	0.759493670886076	off_50@prior@variable@8	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.8	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.2	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.914285714285714	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0195744680851064	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.0857142857142857	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.980425531914894	15	50	variable	prior	50	61	0.819672131147541	off_50@prior@variable@15	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.833333333333333	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.166666666666667	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.75	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0225563909774436	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.25	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.977443609022556	18	50	variable	prior	55	72	0.763888888888889	off_50@prior@variable@18	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	1	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.866666666666667	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0282861896838602	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.133333333333333	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.97171381031614	80	50	variable	prior	54	77	0.701298701298701	off_50@prior@variable@80	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.863636363636364	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.136363636363636	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.692307692307692	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0114235500878735	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.307692307692308	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.988576449912127	89	50	variable	prior	45	45	1	off_50@prior@variable@89	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.827586206896552	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0.00598802395209581	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.137931034482759	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.718562874251497	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.00291545189504373	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0.0344827586206897	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.275449101796407	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.997084548104956	101	50	variable	prior	31	28	1.10714285714286	off_50@prior@variable@101	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.4	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0.0434782608695652	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.6	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.608695652173913	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0275689223057644	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.347826086956522	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.972431077694236	99	50	variable	prior	57	73	0.780821917808219	off_50@prior@variable@99	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.6875	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.3125	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.741935483870968	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0135823429541596	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.258064516129032	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.98641765704584	72	50	variable	prior	52	57	0.912280701754386	off_50@prior@variable@72	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.5	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.5	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.8	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0306291390728477	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.2	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.969370860927152	56	50	variable	prior	60	84	0.714285714285714	off_50@prior@variable@56	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.857142857142857	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.142857142857143	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.859649122807018	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0172265288544358	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.140350877192982	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.982773471145564	32	50	variable	prior	50	55	0.909090909090909	off_50@prior@variable@32	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.842105263157895	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.157894736842105	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.727272727272727	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0213128729752771	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.272727272727273	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.978687127024723	69	50	variable	prior	46	53	0.867924528301887	off_50@prior@variable@69	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.5	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.5	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.583333333333333	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0305532617671346	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.416666666666667	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.969446738232865	21	50	variable	prior	60	86	0.697674418604651	off_50@prior@variable@21	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.1	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.9	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.666666666666667	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0265339966832504	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.333333333333333	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.97346600331675	44	50	variable	prior	60	78	0.769230769230769	off_50@prior@variable@44	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.666666666666667	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	0.333333333333333	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.7	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0299500831946755	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.3	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.970049916805324	34	50	variable	prior	57	79	0.721518987341772	off_50@prior@variable@34	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known half-siblings	Inferred full-siblings	0	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Unrelated	Inferred full-siblings	0	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known full-siblings	Inferred half-siblings	1	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known half-siblings	Inferred half-siblings	0.818181818181818	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Unrelated	Inferred half-siblings	0.0305028854080791	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known full-siblings	Inferred unrelated	0	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known half-siblings	Inferred unrelated	0.181818181818182	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Unrelated	Inferred unrelated	0.969497114591921	93	50	variable	prior	59	87	0.67816091954023	off_50@prior@variable@93	Offspring sampled = 50	variable prior
Known full-siblings	Inferred full-siblings	0.8	29	50	variable	prior	51	71	0.71830985915493	off_50@prior@variable@29	Offspring sampled = 50	variable prior
