real.type	inferred	val	sim	noff	alf	prior	est	real	ratio	id	noff2	type
Known half-siblings	Inferred half-siblings	0.603603603603604	6	125	uniform	no prior	112	146	0.767123287671233	off_125@no prior@uniform@6	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0116966749901433	6	125	uniform	no prior	112	146	0.767123287671233	off_125@no prior@uniform@6	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	6	125	uniform	no prior	112	146	0.767123287671233	off_125@no prior@uniform@6	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.396396396396396	6	125	uniform	no prior	112	146	0.767123287671233	off_125@no prior@uniform@6	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.988303325009857	6	125	uniform	no prior	112	146	0.767123287671233	off_125@no prior@uniform@6	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.909090909090909	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0909090909090909	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.654545454545455	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0123391966395379	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.345454545454545	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.987660803360462	82	125	uniform	no prior	111	154	0.720779220779221	off_125@no prior@uniform@82	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.852941176470588	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0175438596491228	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.147058823529412	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.842105263157895	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0125342734038386	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.140350877192982	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.987465726596161	101	125	uniform	no prior	112	161	0.695652173913043	off_125@no prior@uniform@101	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.982758620689655	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.00338983050847458	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0172413793103448	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.850847457627119	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00395149202888677	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.145762711864407	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.996048507971113	78	125	uniform	no prior	72	75	0.96	off_125@no prior@uniform@78	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.875	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0266666666666667	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.125	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.693333333333333	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.014392254350386	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.28	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.985607745649614	39	125	uniform	no prior	113	157	0.719745222929936	off_125@no prior@uniform@39	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.952380952380952	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0116279069767442	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0476190476190476	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.779069767441861	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.012429674211697	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.209302325581395	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.987570325788303	46	125	uniform	no prior	119	166	0.716867469879518	off_125@no prior@uniform@46	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.995215311004785	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.00478468899521531	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.9825	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.000315407664406245	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.0175	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.999684592335594	73	125	uniform	no prior	31	31	1	off_125@no prior@uniform@73	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.911764705882353	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0882352941176471	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.759124087591241	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00712495052117694	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.240875912408759	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.992875049478823	57	125	uniform	no prior	115	132	0.871212121212121	off_125@no prior@uniform@57	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.926829268292683	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.00512820512820513	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0731707317073171	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.866666666666667	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00625499068405643	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.128205128205128	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.993745009315944	22	125	uniform	no prior	100	115	0.869565217391304	off_125@no prior@uniform@22	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.871794871794872	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.128205128205128	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.728395061728395	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0144167758846658	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.271604938271605	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.985583224115334	116	125	uniform	no prior	111	158	0.70253164556962	off_125@no prior@uniform@116	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.827586206896552	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0123456790123457	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.172413793103448	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.728395061728395	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0103403141361257	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.259259259259259	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.989659685863874	94	125	uniform	no prior	117	149	0.785234899328859	off_125@no prior@uniform@94	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.75609756097561	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0116959064327485	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.24390243902439	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.783625730994152	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00955160520031839	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.204678362573099	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.990448394799682	31	125	uniform	no prior	101	113	0.893805309734513	off_125@no prior@uniform@31	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	1	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.842482100238663	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.000692904656319291	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.157517899761337	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.999307095343681	3	125	uniform	no prior	66	64	1.03125	off_125@no prior@uniform@3	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.930232558139535	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0697674418604651	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.883040935672515	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00623673036093418	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.116959064327485	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.993763269639066	70	125	uniform	no prior	103	120	0.858333333333333	off_125@no prior@uniform@70	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.958904109589041	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0410958904109589	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.910087719298246	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00152333471818308	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.0899122807017544	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.998476665281817	114	125	uniform	no prior	77	70	1.1	off_125@no prior@uniform@114	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.8	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0161290322580645	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.2	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.661290322580645	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0129361034888279	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.32258064516129	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.987063896511172	20	125	uniform	no prior	119	164	0.725609756097561	off_125@no prior@uniform@20	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	1	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0108695652173913	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.760869565217391	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.011929732564237	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.228260869565217	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.988070267435763	120	125	uniform	no prior	111	160	0.69375	off_125@no prior@uniform@120	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.964285714285714	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.0357142857142857	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.804054054054054	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.0087140216530235	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.195945945945946	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.991285978346977	52	125	uniform	no prior	111	135	0.822222222222222	off_125@no prior@uniform@52	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.90625	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.09375	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.777777777777778	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00846001321877065	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.222222222222222	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.991539986781229	65	125	uniform	no prior	108	125	0.864	off_125@no prior@uniform@65	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.883720930232558	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.0106382978723404	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Unrelated	Inferred full-siblings	0	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred half-siblings	0.116279069767442	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred half-siblings	0.76063829787234	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Unrelated	Inferred half-siblings	0.00797978454581726	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred unrelated	0	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred unrelated	0.228723404255319	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Unrelated	Inferred unrelated	0.992020215454183	19	125	uniform	no prior	99	116	0.853448275862069	off_125@no prior@uniform@19	Offspring sampled = 125	uniform no prior
Known full-siblings	Inferred full-siblings	0.936170212765957	49	125	uniform	no prior	108	134	0.805970149253731	off_125@no prior@uniform@49	Offspring sampled = 125	uniform no prior
Known half-siblings	Inferred full-siblings	0.00862068965517241	49	125	uniform	no prior	108	134	0.805970149253731	off_125@no prior@uniform@49	Offspring sampled = 125	uniform no prior
